fraction	superkingdom	phylum	class	order	family	genus	species
6.382794513830125e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__GCA-016699855	s__GCA-016699855 sp016699855
6.382794513830125e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__UBA7803	s__UBA7803 sp019634925
6.319598528544678e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella aquatilis
6.193206557973785e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella aerosaccus
6.130010572688338e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp003963435
6.0668145874028916e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Atlantibacter	s__Atlantibacter hermannii
5.9404226168319976e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__Lacunisphaera sp900104925
5.814030646261104e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp016223165
5.814030646261104e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__Vitreimonas	s__Vitreimonas sp016791325
5.687638675690211e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax_A	s__Rubrivivax_A sp017302505
5.687638675690211e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp902825855
5.624442690404764e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Sulfurifustaceae	g__SCRL01	s__SCRL01 sp004298065
5.5612467051193173e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SHVZ01	f__SHVZ01	g__SHVZ01	s__SHVZ01 sp016869285
5.4980507198338706e-05	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__SCN-69-37	g__SCN-69-37	s__SCN-69-37 sp001724025
5.4980507198338706e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__CADEGL01	f__CADEGL01	g__CADEGL01	s__CADEGL01 sp902826885
5.434854734548424e-05	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__EnvOPS12	g__OLB14	s__OLB14 sp002345215
5.434854734548424e-05	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__SCN-69-37	g__SYFT01	s__SYFT01 sp016871335
5.434854734548424e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp023101085
5.3716587492629766e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__Ga0077527 sp023431245
5.30846276397753e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp009377525
5.30846276397753e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Didemnitutus	s__Didemnitutus sp017991595
5.30846276397753e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus wittichii
5.245266778692083e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__Stenotrophomonas maltophilia_AM
5.245266778692083e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium sp024699985
5.1820707934066364e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__CAKKQX01	s__CAKKQX01 sp919902235
5.1820707934066364e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Ferrovibrio	s__Ferrovibrio terrae
5.11887480812119e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__ER46	s__ER46 sp016794785
5.11887480812119e-05	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__PNKF01	s__PNKF01 sp019637355
5.11887480812119e-05	d__Bacteria	p__Desulfobacterota_B	c__Binatia	o__UTPRO1	f__UTPRO1	g__UTPRO1	s__UTPRO1 sp020848745
5.11887480812119e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella oxytoca
5.11887480812119e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella massiliensis_B
5.055678822835743e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__JAEULC01	f__JAEULC01	g__JAEULC01	s__JAEULC01 sp016792605
4.992482837550296e-05	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__PLA5	g__PLA5	s__PLA5 sp003576845
4.992482837550296e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-39	g__RBG-16-66-20	s__RBG-16-66-20 sp016868105
4.9292868522648496e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__Rhizomicrobium sp945860165
4.866090866979402e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SHVW01	f__SHVW01	g__SHVW01	s__SHVW01 sp016869645
4.866090866979402e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis terrae
4.8028948816939555e-05	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__F1-120-MAGs118	s__F1-120-MAGs118 sp013360535
4.8028948816939555e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Nevskia	s__Nevskia sp903885465
4.8028948816939555e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium gleum
4.8028948816939555e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium	s__Mesorhizobium terrae
4.739698896408509e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__ER46	s__ER46 sp016793535
4.739698896408509e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Chelatococcus_A	s__Chelatococcus_A sambhunathii
4.676502911123062e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Bin65	f__Bin65	g__SBBV01	s__SBBV01 sp016792765
4.676502911123062e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__Parvibaculum sp019635975
4.676502911123062e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp002831585
4.676502911123062e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Zhizhongheella	s__Zhizhongheella caldifontis
4.6133069258376154e-05	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__PALSA-1355	g__JALHMI01	s__JALHMI01 sp022844125
4.550110940552169e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp001897995
4.550110940552169e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__Z2-YC6860 sp945861855
4.550110940552169e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Lelliottia	s__Lelliottia chinensis
4.486914955266722e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp019750135
4.486914955266722e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp020161065
4.486914955266722e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Wagnerdoeblera	s__Wagnerdoeblera nectariphila
4.423718969981275e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodoplanes	s__Rhodoplanes elegans
4.360522984695828e-05	d__Bacteria	p__Armatimonadota	c__Fimbriimonadia	o__Fimbriimonadales	f__Fimbriimonadaceae	g__ACE-ARM1	s__ACE-ARM1 sp019454105
4.360522984695828e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__Vitreimonas	s__Vitreimonas sp020848895
4.360522984695828e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Achromobacter	s__Achromobacter insuavis_A
4.297326999410381e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__JAEULC01	f__JAEULC01	g__JAEULC01	s__JAEULC01 sp023150455
4.2341310141249345e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Ferrovibrio	s__Ferrovibrio sp002482765
4.2341310141249345e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Nevskia	s__Nevskia sp021732705
4.2341310141249345e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__Pandoraea norimbergensis
4.170935028839488e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SHVZ01	f__SHVZ01	g__SHVZ01	s__SHVZ01 sp009694025
4.170935028839488e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Aquabacterium_A	s__Aquabacterium_A sp016213205
4.170935028839488e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella massiliensis
4.107739043554041e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polynucleobacter	s__Polynucleobacter sp009928245
4.107739043554041e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Leucobacter	s__Leucobacter sp000980875
4.0445430582685944e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp016709385
4.0445430582685944e-05	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__Gemmatimonas sp016741895
4.0445430582685944e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp022844015
4.0445430582685944e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__UBA11358	g__WYBW01	s__WYBW01 sp011525685
4.0445430582685944e-05	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermoproteaceae	g__Pyrobaculum	s__Pyrobaculum calidifontis
3.981347072983148e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Ga0077548	s__Ga0077548 sp019635635
3.918151087697701e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium_C	s__Hyphomicrobium_C sp017304275
3.918151087697701e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Hydrogenophaga	s__Hydrogenophaga borbori
3.8549551024122536e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Usitatibacteraceae	g__FEB-7	s__FEB-7 sp016709665
3.8549551024122536e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp019745575
3.8549551024122536e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__UBA9655	f__UBA9655	g__JAIEMB01	s__JAIEMB01 sp019752515
3.8549551024122536e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium zucineum
3.791759117126807e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__DUSC01	s__DUSC01 sp012842935
3.791759117126807e-05	d__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__UBA2376	s__UBA2376 sp900696455
3.791759117126807e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp018240695
3.72856313184136e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp024235915
3.72856313184136e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Ga0077530	s__Ga0077530 sp900117415
3.6653671465559135e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__SG8-41	g__Ga0077527	s__Ga0077527 sp019751125
3.6653671465559135e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp013386585
3.602171161270467e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Kaistiaceae	g__Bauldia	s__Bauldia sp023433185
3.602171161270467e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Rubrivivax	s__Rubrivivax sp023657425
3.53897517598502e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys sp016185205
3.53897517598502e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__Thiobacillus	s__Thiobacillus sp001899305
3.53897517598502e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus suis_AA
3.4757791906995734e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium hereditatis
3.412583205414127e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__CACIAM-22H2	f__CACIAM-22H2	g__JAEUKZ01	s__JAEUKZ01 sp016793045
3.412583205414127e-05	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__GCA-002686595	g__WYBT01	s__WYBT01 sp016795325
3.412583205414127e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Ga0077536	f__Ga0077536	g__Ga0077536	s__Ga0077536 sp001464935
3.412583205414127e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp023416135
3.412583205414127e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Microbacteriaceae	g__Leifsonia	s__Leifsonia aquatica_A
3.412583205414127e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Pseudorhodoplanes	s__Pseudorhodoplanes sinuspersici
3.412583205414127e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Oceanibaculales	f__Oceanibaculaceae	g__Oceanibaculum	s__Oceanibaculum nanhaiense
3.349387220128679e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__UBA2798	g__UBA2798	s__UBA2798 sp002351955
3.349387220128679e-05	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Didemnitutus	s__Didemnitutus sp019634575
3.349387220128679e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__JAEULC01	f__JAEULC01	g__JAEULC01	s__JAEULC01 sp020846275
3.349387220128679e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Ferrovibrionales	f__Ferrovibrionaceae	g__Ferrovibrio	s__Ferrovibrio sp023434425
3.2861912348432326e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis sp017309275
3.2861912348432326e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__FEB-22	s__FEB-22 sp023404705
3.2861912348432326e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium sp023432885
3.2861912348432326e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Z2-YC6860	s__Z2-YC6860 sp945897515
3.2861912348432326e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp019039055
3.222995249557786e-05	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__Ilumatobacteraceae	g__UBA668	s__UBA668 sp002299395
3.222995249557786e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Nitrosomonas	s__Nitrosomonas sp024235735
3.222995249557786e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera intermedia_A
3.159799264272339e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Ideonella	s__Ideonella sp016213265
3.159799264272339e-05	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA2386	f__UBA2386	g__UBA2386	s__UBA2386 sp016793305
3.159799264272339e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__TH1-2	g__Vitreimonas	s__Vitreimonas sp900696695
3.159799264272339e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__Reyranella sp018240745
3.159799264272339e-05	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__EnvOPS12	g__OLB14	s__OLB14 sp016789365
3.159799264272339e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SHVZ01	f__SHVZ01	g__SHVZ01	s__SHVZ01 sp945897335
3.159799264272339e-05	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Tabrizicola	s__Tabrizicola sp004762095
0.951699308446333	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
